4.0,0.033260000000000005
5.0,0.04
6.0,0.03968
7.0,0.04035
8.0,0.04198
9.0,0.0436
10.0,0.04523
1.0,0.01269
2.0,0.02216
3.0,0.03163
4.0,0.03707
5.0,0.0425
6.0,0.04419
7.0,0.045880000000000004
8.0,0.046560000000000004
9.0,0.04723
10.0,0.04791
1.0,0.0065
2.0,0.0175
3.0,0.0285
4.0,0.03635
5.0,0.04405
6.0,0.04723
7.0,0.05025
8.0,0.05125
9.0,0.05225
10.0,0.05325
1.0,0.0032
2.0,0.0062
3.0,0.0080
4.0,0.0125
5.0,0.01465
6.0,0.01583
7.0,0.017
8.0,0.01807
9.0,0.01913
10.0,0.0202
1.0,0.00316
2.0,0.00526
3.0,0.007409999999999999
4.0,0.009859999999999999
5.0,0.01225
6.0,0.01356
7.0,0.01486
8.0,0.01617
9.0,0.017480000000000002
10.0,0.01879
1.0,0.0015
2.0,0.00352
3.0,0.005529999999999999
4.0,0.00755
5.0,0.01005
6.0,0.0113
7.0,0.01255
8.0,0.013219999999999999
9.0,0.013880000000000002
10.0,0.01455
1.0,0.00725
2.0,0.015
3.0,0.0235
4.0,0.02875
5.0,0.034
6.0,0.03725
7.0,0.0405
8.0,0.04125
9.0,0.042
10.0,0.04275
1.0,0.013890000000000001
2.0,0.02374
3.0,0.03358
4.0,0.03764
5.0,0.0405
6.0,0.04194
7.0,0.04338
8.0,0.04482
9.0,0.04626
10.0,0.0477
1.0,0.00575
2.0,0.0125
3.0,0.02075
4.0,0.028630000000000003
5.0,0.0365
6.0,0.03888
7.0,0.04125
8.0,0.04258
9.0,0.04392
10.0,0.04525
1.0,0.037989999999999996
2.0,0.04602
3.0,0.05114
4.0,0.053689999999999995
5.0,0.05625
6.0,0.060270000000000004
7.0,0.06429
8.0,0.06721
9.0,0.07013
10.0,0.07305
1.0,0.00317
2.0,0.0060
3.0,0.00863
4.0,0.01097
5.0,0.01325
6.0,0.014219999999999998
7.0,0.0152
8.0,0.01617
9.0,0.01714
10.0,0.018119999999999997
1.0,0.00265
2.0,0.0050
3.0,0.0079
4.0,0.01128
5.0,0.01465
6.0,0.01675
7.0,0.01885
8.0,0.01977
9.0,0.02068
10.0,0.0216
1.0,0.014219999999999998
2.0,0.02437
3.0,0.03452
4.0,0.03901
5.0,0.043
6.0,0.04584
7.0,0.04818
8.0,0.04899
9.0,0.0498
10.0,0.05062
1.0,0.00525
2.0,0.0095
3.0,0.015
4.0,0.02025
5.0,0.0255
6.0,0.028
7.0,0.0305
8.0,0.0313
9.0,0.0323
10.0,0.0335
1.0,0.00743
2.0,0.0155
3.0,0.02425
4.0,0.0305
5.0,0.03675
6.0,0.04013
7.0,0.0435
8.0,0.04483
9.0,0.046169999999999996
10.0,0.0475
1.0,0.0045
2.0,0.00925
3.0,0.01475
4.0,0.020030000000000003
5.0,0.0253
6.0,0.02853
7.0,0.03175
8.0,0.03275
9.0,0.03375
10.0,0.03475
1.0,0.00175
2.0,0.00325
3.0,0.00475
4.0,0.0072299999999999994
5.0,0.0097
6.0,0.01048
7.0,0.01125
8.0,0.01183
9.0,0.01242
10.0,0.013
1.0,0.0040
2.0,0.0091
3.0,0.014
4.0,0.0187
5.0,0.0234
6.0,0.0259
7.0,0.0284
8.0,0.02943
9.0,0.03047
10.0,0.0315
1.0,0.0036
2.0,0.0066
3.0,0.0112
4.0,0.01535
5.0,0.0195
6.0,0.0207
7.0,0.0219
8.0,0.0231
9.0,0.0243
10.0,0.0255
1.0,0.01075
2.0,0.02755
3.0,0.0438
4.0,0.05325
5.0,0.06055
6.0,0.06418
7.0,0.0678
8.0,0.06887
9.0,0.06992999999999999
10.0,0.071
1.0,0.03292
2.0,0.039889999999999995
3.0,0.04432
4.0,0.04653
5.0,0.04875
6.0,0.05223
7.0,0.05571
8.0,0.05825
9.0,0.060779999999999994
10.0,0.06331
1.0,0.0031
2.0,0.0052
3.0,0.0089
4.0,0.0122
5.0,0.0155
6.0,0.017830000000000002
7.0,0.02015
8.0,0.02107
9.0,0.02198
10.0,0.0229
1.0,0.00797
2.0,0.01775
3.0,0.0285
4.0,0.0355
5.0,0.0425
6.0,0.046
7.0,0.0495
8.0,0.05033
9.0,0.05117
10.0,0.052
1.0,0.0070
2.0,0.0165
3.0,0.02475
4.0,0.03163
5.0,0.0385
6.0,0.04175
7.0,0.045
8.0,0.045919999999999996
9.0,0.046830000000000004
10.0,0.04775
1.0,0.0045
2.0,0.0065
3.0,0.0090
4.0,0.011
5.0,0.0126
6.0,0.0138
7.0,0.015
8.0,0.01567
9.0,0.01633
10.0,0.017
1.0,0.0025
2.0,0.0040
3.0,0.0062
4.0,0.0099
5.0,0.01255
6.0,0.0139
7.0,0.01525
8.0,0.016630000000000002
9.0,0.018019999999999998
10.0,0.0194
1.0,0.00606
2.0,0.01127
3.0,0.01757
4.0,0.02253
5.0,0.0275
6.0,0.02998
7.0,0.03247
8.0,0.033460000000000004
9.0,0.03445
10.0,0.03544
1.0,0.00605
2.0,0.00999
3.0,0.013919999999999998
4.0,0.01821
5.0,0.0225
6.0,0.02352
7.0,0.02455
8.0,0.02503
9.0,0.025509999999999998
10.0,0.02599
1.0,0.01215
2.0,0.01214
3.0,0.01212
4.0,0.01211
5.0,0.0121
6.0,0.01346
7.0,0.014830000000000001
8.0,0.01541
9.0,0.01599
10.0,0.016569999999999998
1.0,0.00155
2.0,0.00275
3.0,0.00395
4.0,0.0055
5.0,0.00715
6.0,0.00805
7.0,0.00895
8.0,0.00962
9.0,0.01028
10.0,0.01095
1.0,0.00903
2.0,0.01703
3.0,0.02503
4.0,0.030010000000000002
5.0,0.0345
6.0,0.036019999999999996
7.0,0.03753
8.0,0.03812
9.0,0.0387
10.0,0.03929
1.0,0.0038
2.0,0.00827
3.0,0.01264
4.0,0.01602
5.0,0.0194
6.0,0.0208
7.0,0.02221
8.0,0.02263
9.0,0.02306
10.0,0.02349
1.0,0.0040
2.0,0.0075
3.0,0.01015
4.0,0.01375
5.0,0.01715
6.0,0.0192
7.0,0.0215
8.0,0.02225
9.0,0.023
10.0,0.02375
1.0,0.00717
2.0,0.01039
3.0,0.013609999999999999
4.0,0.01755
5.0,0.0215
6.0,0.02393
7.0,0.02635
8.0,0.02715
9.0,0.02795
10.0,0.028739999999999998
1.0,0.00385
2.0,0.0061
3.0,0.0092
4.0,0.01265
5.0,0.016
6.0,0.018
7.0,0.02
8.0,0.02083
9.0,0.02167
10.0,0.0225
1.0,0.00475
2.0,0.00625
3.0,0.0116
4.0,0.01625
5.0,0.0195
6.0,0.02225
7.0,0.025
8.0,0.02592
9.0,0.02683
10.0,0.02775
1.0,0.00285
2.0,0.00561
3.0,0.00867
4.0,0.01133
5.0,0.014
6.0,0.015309999999999999
7.0,0.01662
8.0,0.01793
9.0,0.01924
10.0,0.02055
1.0,0.00275
2.0,0.0050
3.0,0.0077
4.0,0.0105
5.0,0.0131
6.0,0.014180000000000002
7.0,0.01525
8.0,0.01592
9.0,0.01658
10.0,0.01725
1.0,0.02311
2.0,0.031639999999999995
3.0,0.04018
4.0,0.04871
5.0,0.05725
6.0,0.058960000000000005
7.0,0.06067
8.0,0.06138
9.0,0.062079999999999996
10.0,0.06279
1.0,0.00525
2.0,0.00975
3.0,0.01525
4.0,0.0205
5.0,0.0235
6.0,0.02556
7.0,0.027610000000000003
8.0,0.028
9.0,0.02839
10.0,0.028789999999999996
1.0,0.0018
2.0,0.00285
3.0,0.00405
4.0,0.0059
5.0,0.00745
6.0,0.00843
7.0,0.0094
8.0,0.0101
9.0,0.0108
10.0,0.0115
1.0,0.029710000000000004
2.0,0.036
3.0,0.04
4.0,0.042
5.0,0.044
6.0,0.047139999999999994
7.0,0.050289999999999994
8.0,0.052570000000000006
9.0,0.05486
10.0,0.057139999999999996
1.0,0.01485
2.0,0.02215
3.0,0.0275
4.0,0.0275
5.0,0.0275
6.0,0.029289999999999997
7.0,0.03107
8.0,0.032330000000000005
9.0,0.033589999999999995
10.0,0.03485
1.0,0.00635
2.0,0.009859999999999999
3.0,0.013369999999999998
4.0,0.01643
5.0,0.0195
6.0,0.021169999999999998
7.0,0.02284
8.0,0.023540000000000002
9.0,0.02424
10.0,0.02495
1.0,0.0060
2.0,0.01075
3.0,0.0175
4.0,0.0241
5.0,0.0293
6.0,0.03265
7.0,0.036
8.0,0.03675
9.0,0.0375
10.0,0.03825
1.0,0.011090000000000001
2.0,0.0193
3.0,0.027510000000000003
4.0,0.033260000000000005
5.0,0.04
6.0,0.03968
7.0,0.04035
8.0,0.04198
9.0,0.0436
10.0,0.04523
1.0,0.01269
2.0,0.02216
3.0,0.03163
4.0,0.03707
5.0,0.0425
6.0,0.04419
7.0,0.045880000000000004
8.0,0.046560000000000004
9.0,0.04723
10.0,0.04791
1.0,0.0065
2.0,0.0175
3.0,0.0285
4.0,0.03635
5.0,0.04405
6.0,0.04723
7.0,0.05025
8.0,0.05125
9.0,0.05225
10.0,0.05325
1.0,0.0032
2.0,0.0062
3.0,0.0080
4.0,0.0125
5.0,0.01465
6.0,0.01583
7.0,0.017
8.0,0.01807
9.0,0.01913
10.0,0.0202
1.0,0.00316
2.0,0.00526
3.0,0.007409999999999999
4.0,0.009859999999999999
5.0,0.01225
6.0,0.01356
7.0,0.01486
8.0,0.01617
9.0,0.017480000000000002
10.0,0.01879
1.0,0.0015
2.0,0.00352
3.0,0.005529999999999999
4.0,0.00755
5.0,0.01005
6.0,0.0113
7.0,0.01255
8.0,0.013219999999999999
9.0,0.013880000000000002
10.0,0.01455
1.0,0.00725
2.0,0.015
3.0,0.0235
4.0,0.02875
5.0,0.034
6.0,0.03725
7.0,0.0405
8.0,0.04125
9.0,0.042
10.0,0.04275
1.0,0.013890000000000001
2.0,0.02374
3.0,0.03358
4.0,0.03764
5.0,0.0405
6.0,0.04194
7.0,0.04338
8.0,0.04482
9.0,0.04626
10.0,0.0477
1.0,0.00575
2.0,0.0125
3.0,0.02075
4.0,0.028630000000000003
5.0,0.0365
6.0,0.03888
7.0,0.04125
8.0,0.04258
9.0,0.04392
10.0,0.04525
1.0,0.037989999999999996
2.0,0.04602
3.0,0.05114
4.0,0.053689999999999995
5.0,0.05625
6.0,0.060270000000000004
7.0,0.06429
8.0,0.06721
9.0,0.07013
10.0,0.07305
1.0,0.00317
2.0,0.0060
3.0,0.00863
4.0,0.01097
5.0,0.01325
6.0,0.014219999999999998
7.0,0.0152
8.0,0.01617
9.0,0.01714
10.0,0.018119999999999997
1.0,0.00265
2.0,0.0050
3.0,0.0079
4.0,0.01128
5.0,0.01465
6.0,0.01675
7.0,0.01885
8.0,0.01977
9.0,0.02068
10.0,0.0216
1.0,0.014219999999999998
2.0,0.02437
3.0,0.03452
4.0,0.03901
5.0,0.043
6.0,0.04584
7.0,0.04818
8.0,0.04899
9.0,0.0498
10.0,0.05062
1.0,0.00525
2.0,0.0095
3.0,0.015
4.0,0.02025
5.0,0.0255
6.0,0.028
7.0,0.0305
8.0,0.0313
9.0,0.0323
10.0,0.0335
1.0,0.00743
2.0,0.0155
3.0,0.02425
4.0,0.0305
5.0,0.03675
6.0,0.04013
7.0,0.0435
8.0,0.04483
9.0,0.046169999999999996
10.0,0.0475
1.0,0.0045
2.0,0.00925
3.0,0.01475
4.0,0.020030000000000003
5.0,0.0253
6.0,0.02853
7.0,0.03175
8.0,0.03275
9.0,0.03375
10.0,0.03475
1.0,0.00175
2.0,0.00325
3.0,0.00475
4.0,0.0072299999999999994
5.0,0.0097
6.0,0.01048
7.0,0.01125
8.0,0.01183
9.0,0.01242
10.0,0.013
1.0,0.0040
2.0,0.0091
3.0,0.014
4.0,0.0187
5.0,0.0234
6.0,0.0259
7.0,0.0284
8.0,0.02943
9.0,0.03047
10.0,0.0315
1.0,0.0036
2.0,0.0066
3.0,0.0112
4.0,0.01535
5.0,0.0195
6.0,0.0207
7.0,0.0219
8.0,0.0231
9.0,0.0243
10.0,0.0255
1.0,0.01075
2.0,0.02755
3.0,0.0438
4.0,0.05325
5.0,0.06055
6.0,0.06418
7.0,0.0678
8.0,0.06887
9.0,0.06992999999999999
10.0,0.071
1.0,0.03292
2.0,0.039889999999999995
3.0,0.04432
4.0,0.04653
5.0,0.04875
6.0,0.05223
7.0,0.05571
8.0,0.05825
9.0,0.060779999999999994
10.0,0.06331
1.0,0.0031
2.0,0.0052
3.0,0.0089
4.0,0.0122
5.0,0.0155
6.0,0.017830000000000002
7.0,0.02015
8.0,0.02107
9.0,0.02198
10.0,0.0229
1.0,0.00797
2.0,0.01775
3.0,0.0285
4.0,0.0355
5.0,0.0425
6.0,0.046
7.0,0.0495
8.0,0.05033
9.0,0.05117
10.0,0.052
1.0,0.0070
2.0,0.0165
3.0,0.02475
4.0,0.03163
5.0,0.0385
6.0,0.04175
7.0,0.045
8.0,0.045919999999999996
9.0,0.046830000000000004
10.0,0.04775
1.0,0.0045
2.0,0.0065
3.0,0.0090
4.0,0.011
5.0,0.0126
6.0,0.0138
7.0,0.015
8.0,0.01567
9.0,0.01633
10.0,0.017
1.0,0.0025
2.0,0.0040
3.0,0.0062
4.0,0.0099
5.0,0.01255
6.0,0.0139
7.0,0.01525
8.0,0.016630000000000002
9.0,0.018019999999999998
10.0,0.0194
1.0,0.00606
2.0,0.01127
3.0,0.01757
4.0,0.02253
5.0,0.0275
6.0,0.02998
7.0,0.03247
8.0,0.033460000000000004
9.0,0.03445
10.0,0.03544
1.0,0.00605
2.0,0.00999
3.0,0.013919999999999998
4.0,0.01821
5.0,0.0225
6.0,0.02352
7.0,0.02455
8.0,0.02503
9.0,0.025509999999999998
10.0,0.02599
1.0,0.01215
2.0,0.01214
3.0,0.01212
4.0,0.01211
5.0,0.0121
6.0,0.01346
7.0,0.014830000000000001
8.0,0.01541
9.0,0.01599
10.0,0.016569999999999998
1.0,0.00155
2.0,0.00275
3.0,0.00395
4.0,0.0055
5.0,0.00715
6.0,0.00805
7.0,0.00895
8.0,0.00962
9.0,0.01028
10.0,0.01095
1.0,0.00903
2.0,0.01703
3.0,0.02503
4.0,0.030010000000000002
5.0,0.0345
6.0,0.036019999999999996
7.0,0.03753
8.0,0.03812
9.0,0.0387
10.0,0.03929
1.0,0.0038
2.0,0.00827
3.0,0.01264
4.0,0.01602
5.0,0.0194
6.0,0.0208
7.0,0.02221
8.0,0.02263
9.0,0.02306
10.0,0.02349
1.0,0.0040
2.0,0.0075
3.0,0.01015
4.0,0.01375
5.0,0.01715
6.0,0.0192
7.0,0.0215
8.0,0.02225
9.0,0.023
10.0,0.02375
1.0,0.00717
2.0,0.01039
3.0,0.013609999999999999
4.0,0.01755
5.0,0.0215
6.0,0.02393
7.0,0.02635
8.0,0.02715
9.0,0.02795
10.0,0.028739999999999998
1.0,0.00385
2.0,0.0061
3.0,0.0092
4.0,0.01265
5.0,0.016
6.0,0.018
7.0,0.02
8.0,0.02083
9.0,0.02167
10.0,0.0225
1.0,0.00475
2.0,0.00625
3.0,0.0116
4.0,0.01625
5.0,0.0195
6.0,0.02225
7.0,0.025
8.0,0.02592
9.0,0.02683
10.0,0.02775
1.0,0.00285
2.0,0.00561
3.0,0.00867
4.0,0.01133
5.0,0.014
6.0,0.015309999999999999
7.0,0.01662
8.0,0.01793
9.0,0.01924
10.0,0.02055
1.0,0.00275
2.0,0.0050
3.0,0.0077
4.0,0.0105
5.0,0.0131
6.0,0.014180000000000002
7.0,0.01525
8.0,0.01592
9.0,0.01658
10.0,0.01725
1.0,0.02311
2.0,0.031639999999999995
3.0,0.04018
4.0,0.04871
5.0,0.05725
6.0,0.058960000000000005
7.0,0.06067
8.0,0.06138
9.0,0.062079999999999996
10.0,0.06279
1.0,0.00525
2.0,0.00975
3.0,0.01525
4.0,0.0205
5.0,0.0235
6.0,0.02556
7.0,0.027610000000000003
8.0,0.028
9.0,0.02839
10.0,0.028789999999999996
1.0,0.0018
2.0,0.00285
3.0,0.00405
4.0,0.0059
5.0,0.00745
6.0,0.00843
7.0,0.0094
8.0,0.0101
9.0,0.0108
10.0,0.0115
1.0,0.029710000000000004
2.0,0.036
3.0,0.04
4.0,0.042
5.0,0.044
6.0,0.047139999999999994
7.0,0.050289999999999994
8.0,0.052570000000000006
9.0,0.05486
10.0,0.057139999999999996
1.0,0.01485
2.0,0.02215
3.0,0.0275
4.0,0.0275
5.0,0.0275
6.0,0.029289999999999997
7.0,0.03107
8.0,0.032330000000000005
9.0,0.033589999999999995
10.0,0.03485
1.0,0.00635
2.0,0.009859999999999999
3.0,0.013369999999999998
4.0,0.01643
5.0,0.0195
6.0,0.021169999999999998
7.0,0.02284
8.0,0.023540000000000002
9.0,0.02424
10.0,0.02495
1.0,0.0060
2.0,0.01075
3.0,0.0175
4.0,0.0241
5.0,0.0293
6.0,0.03265
7.0,0.036
8.0,0.03675
9.0,0.0375
10.0,0.03825
1.0,0.011090000000000001
2.0,0.0193
3.0,0.027510000000000003
4.0,0.033260000000000005
5.0,0.04
6.0,0.03968
7.0,0.04035
8.0,0.04198
9.0,0.0436
10.0,0.04523
1.0,0.01269
2.0,0.02216
3.0,0.03163
4.0,0.03707
5.0,0.0425
6.0,0.04419
7.0,0.045880000000000004
8.0,0.046560000000000004
9.0,0.04723
10.0,0.04791
1.0,0.0065
2.0,0.0175
3.0,0.0285
4.0,0.03635
5.0,0.04405
6.0,0.04723
7.0,0.05025
8.0,0.05125
9.0,0.05225
10.0,0.05325
1.0,0.0032
2.0,0.0062
3.0,0.0080
4.0,0.0125
5.0,0.01465
6.0,0.01583
7.0,0.017
8.0,0.01807
9.0,0.01913
10.0,0.0202
1.0,0.00316
2.0,0.00526
3.0,0.007409999999999999
4.0,0.009859999999999999
5.0,0.01225
6.0,0.01356
7.0,0.01486
8.0,0.01617
9.0,0.017480000000000002
10.0,0.01879
1.0,0.0015
2.0,0.00352
3.0,0.005529999999999999
4.0,0.00755
5.0,0.01005
6.0,0.0113
7.0,0.01255
8.0,0.013219999999999999
9.0,0.013880000000000002
10.0,0.01455
1.0,0.00725
2.0,0.015
3.0,0.0235
4.0,0.02875
5.0,0.034
6.0,0.03725
7.0,0.0405
8.0,0.04125
9.0,0.042
10.0,0.04275
1.0,0.013890000000000001
2.0,0.02374
3.0,0.03358
4.0,0.03764
5.0,0.0405
6.0,0.04194
7.0,0.04338
8.0,0.04482
9.0,0.04626
10.0,0.0477
1.0,0.00575
2.0,0.0125
3.0,0.02075
4.0,0.028630000000000003
5.0,0.0365
6.0,0.03888
7.0,0.04125
8.0,0.04258
9.0,0.04392
10.0,0.04525
1.0,0.037989999999999996
2.0,0.04602
3.0,0.05114
4.0,0.053689999999999995
5.0,0.05625
6.0,0.060270000000000004
7.0,0.06429
8.0,0.06721
9.0,0.07013
10.0,0.07305
1.0,0.00317
2.0,0.0060
3.0,0.00863
4.0,0.01097
5.0,0.01325
6.0,0.014219999999999998
7.0,0.0152
8.0,0.01617
9.0,0
